Latitude,Longitude,Altitude
3.961035180166082,-100.95846192855367,-20.75779978568675
3.7755673787438546,-100.7356923269738,-20.757796152869822
3.590099598511177,-100.51292271640318,-20.757792534349413
3.404631855267972,-100.30871724434624,-20.757789219006717
3.20940269630929,-100.1230759226413,-20.75778620282486
3.0239349911069837,-99.91887043239606,-20.757782911826176
2.8287058828748854,-99.75179324049664,-20.757780208567816
2.6334767910197883,-99.58471603608129,-20.757777516308877
2.4284862792576902,-99.43620297830634,-20.75777512002866
2.2234957822557035,-99.28768990994405,-20.757772732464637
2.008743863411226,-99.15774098425926,-20.757770641134506
1.7939919667799344,-99.04635619472865,-20.75776884787218
1.5792400824336568,-98.93497139628845,-20.757767063385693
1.3644882104738443,-98.82358658272955,-20.757765289315216
1.149736360809289,-98.74933005633672,-20.757764095654643
0.9349845152380105,-98.65650936969666,-20.757762626440403
0.7104712403181495,-98.60081697184866,-20.757761737727655
0.48595797198539614,-98.54512455851955,-20.757760855277866
0.2614447108976172,-98.50799628174086,-20.757760268463315
0.03693145519983432,-98.48943368550138,-20.65775997668021
-0.18758180287780135,-98.47086953119563,-20.657759693086653
-0.4023336167517826,-98.48943366530895,-20.657759989130454
-0.6268468784309569,-98.50799778405772,-20.657760293553572
-0.8513601465822553,-98.54512604080091,-20.657760892721605
-1.066111972055662,-98.58225428572487,-20.65776149917712
-1.2711023614085768,-98.63794667255857,-20.657762396869316
-1.476092764110252,-98.71220319673367,-20.657763588614927
-1.6810831739147716,-98.78645971015608,-20.65776478808455
-1.8860735828959925,-98.84215206541603,-20.657765708526846
-2.09106400729911,-98.91640855800249,-20.657766921937615
-2.2960544143549626,-99.00922763855073,-20.75776843332946
-2.5010448519498176,-99.08348410779834,-20.757769662224597
-2.7060353103911154,-99.17630471587606,-20.757771187537628
-2.9012643439086787,-99.28768946931149,-20.757773004149634
-3.116016284854428,-99.39907419711872,-20.75777483984581
-3.3112453411074014,-99.51045893050714,-20.757776673194883
-3.516235890313233,-99.65897194206916,-20.757779101251415
-3.721226437180327,-99.78892079681654,-20.757781246167198
-3.9359784474761454,-99.91886962734819,-20.757783408202172
-4.150730490745747,-100.06738259636244,-20.75778587124578
-4.355721080052788,-100.19733141762183,-20.757788047750815
-4.589996055760114,-100.34584434081476,-20.75779054451752
-4.814509597795546,-100.49435726190036,-20.75779304696006
-5.0390231573899875,-100.64287017114944,-20.757795559983137
-5.273298210091749,-100.8099472030379,-20.757798385971697
-5.507573256609003,-100.95846007166989,-20.757800930603175
-5.751609800224109,-101.12553706180483,-20.75780378999496
-5.995646364639136,-101.29261403536685,-20.757806665075883
-6.249444402810457,-101.45969097923822,-20.757809561745844
-6.493481039847442,-101.64533207113647,-20.757812759010257
-6.757040575752544,-101.8124089661319,-20.75781569456909
-7.010838712623588,-101.99805000927643,-20.75781893283527
-7.284159715012223,-102.14656270341922,-20.757821613500425
-7.547719353652823,-102.33220369384716,-20.757824893023574
-7.821040436543036,-102.49928049833298,-20.757827901894764
-8.094361580166954,-102.68492143263717,-20.75783122696388
-8.37744416724561,-102.85199817961478,-20.757834283328826
-8.641003810195933,-103.05620163044078,-20.857837927450852
-8.92408648435038,-103.24184248347447,-20.857841317947447
-9.197407727454717,-103.42748333762836,-20.857844709941595
-9.480490499488795,-103.63168829851915,-20.857848434553475
-9.763573254405927,-103.81732908996142,-20.857851879437938
-10.046656036213797,-104.00296986137256,-20.857855339955528
-10.329738893805018,-104.20717476292089,-20.857859123039248
-10.622583240354075,-104.41137961403766,-20.85786293940628
-10.905666156593607,-104.61558447373923,-20.85786675923307
-11.198510563708375,-104.81978928384288,-20.857870618393925
-11.501116462712321,-105.02399404324933,-20.85787451209599
-11.803722393701975,-105.22819877986842,-20.857878427507153
-12.106328355837217,-105.43240349306473,-20.857882362830956
-12.40893434872513,-105.63660818216874,-20.857886319574277
-12.721301897306848,-105.85937696711468,-20.85789062550011
-13.03366941983089,-106.06358157746011,-20.85789464502799
-13.34603703748802,-106.28635031069915,-20.857898995964717
-13.668166091619874,-106.49055483752832,-20.857903081210623
-13.980533712921872,-106.69475937250235,-20.857907166905186
-14.302662833434962,-106.89896384696425,-20.857911297569153
-14.624791987440155,-107.10316829529006,-20.85791544981872
-14.95668271256168,-107.32593682976012,-20.857919959418382
-15.27881193464643,-107.530141224637,-20.857924158847077
-15.600941191063384,-107.73434559352441,-20.857928380865076
-15.92307048015946,-107.93854993479984,-20.857932624284558
-16.245199802765722,-108.14275425100814,-20.85793689300702
-16.567329080712277,-108.32839439237637,-20.85794086782039
-16.88945830962473,-108.49547035843966,-20.857944547917157
-17.201826013804162,-108.64398219486657,-20.857947907327272
-17.523955212554053,-108.79249396099985,-20.857951312267254
-17.836322880288172,-108.92244159722152,-20.857954392313765
-18.158451955034934,-109.03382501559051,-20.857957200595393
-18.46105801676616,-109.1266443508162,-20.857959654053055
-18.78318694874296,-109.20089942149534,-20.857961863442185
-19.085792947856785,-109.27515456028743,-20.857964028646002
-19.388398472859574,-109.31227966842096,-20.957965577311533
-19.681242829552268,-109.34940651196462,-20.957967105817936
-19.98384856992444,-109.36796913841968,-20.957968363182445
-20.28645421801287,-109.36796759277723,-20.95796931619384
-20.589059769023095,-109.34940187523233,-20.95796996473188
-20.881903746472304,-109.31227204070902,-20.95797028040213
-21.164986246009903,-109.27514223390531,-20.957970572416293
-21.438307066036643,-109.20088416663816,-20.9579702139442
-21.72138945010923,-109.1451901723293,-20.957970215481794
-21.984948675604485,-109.05236797318764,-20.957969530044146
-22.238746312005674,-108.94098166148794,-20.957968505730868
-22.49254393457735,-108.82959533393901,-20.957967492284
-22.726818600821026,-108.71820910456856,-20.95796642267878
-22.951331458645683,-108.55113047161413,-20.957964380367613
-23.16608293706901,-108.40261603326012,-20.957962630722953
-23.371072453402505,-108.23553579594376,-21.05796054199287
-23.566300845975753,-108.06845730582289,-21.05795842693118
-23.761529110239927,-107.88281465784212,-21.057956008584902
-23.93723430648312,-107.6786079718754,-21.057953215230434
-24.103178130312124,-107.49296548317821,-21.05795070852026
-24.259360471621783,-107.30732305069355,-21.05794817590359
-24.405781216506426,-107.10311652177435,-21.05794530322283
-24.542439980054862,-106.88034422722689,-21.157942090597764
-24.67909922626415,-106.67613775353641,-21.15793920027597
-24.815758458892066,-106.4719312746883,-21.157936319698997
-24.942656094593467,-106.24916070503093,-21.15793309887188
-25.069553834408737,-106.04495427843628,-21.15793019920597
-25.196451442692126,-105.82218370223104,-21.157926998827982
-25.313587415759823,-105.63653982220322,-21.257924387654484
-25.43072404981721,-105.43233510290179,-21.157921475318666
-25.538098655669053,-105.26525543223555,-21.25791914661614
-25.645473770444333,-105.11674155907122,-21.257917127264037
